# Data-center restriction & condition actions — snapshot 2026-08-15. License CC-BY-4.0. Includes data from Moratorium Nation (ALEA Institute, https://mjbommar.github.io/moratorium-data-2026/, CC-BY-4.0) and datacentertracker.org (CC BY 4.0). Documented actions, not a census.
id,dataset,level,state,state_fips,jurisdiction,jurisdiction_type,action_type,class,status,date,mw_threshold,lat,lon,geocode,county_fips,county_name,county_wide,summary,source_name,source_url,note
fl-sarasota-county-2026,moratorium_nation,local,FL,12,Sarasota County,county,moratorium,restriction,in_force,2026-07-08,50,27.18136,-82.36092,source_dataset,12115,Sarasota County,True,"365-day data-center moratorium, adopted 2026-07-08, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
fl-zephyrhills-2026,moratorium_nation,local,FL,12,Zephyrhills (city),municipality,moratorium,restriction,in_force,2026-06-22,,28.23362,-82.1812,source_dataset,12101,Pasco County,False,"365-day data-center moratorium, adopted 2026-06-22, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-adel-cook-county-2026,moratorium_nation,local,GA,13,Adel (Cook County) (city),municipality,moratorium,restriction,in_force,2026-07-06,,31.13714,-83.42349,source_dataset,13075,Cook County,False,"180-day data-center moratorium, adopted 2026-07-06, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-albany-2026,moratorium_nation,local,GA,13,Albany (city),municipality,moratorium,restriction,in_force,2026-07-28,,31.57821,-84.15568,source_dataset,13095,Dougherty County,False,"365-day data-center moratorium, adopted 2026-07-28, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-athens-clarke-county-ga-2025-12-01,datacentertracker,local,GA,13,Athens-Clarke County,county,moratorium,restriction,enacted,2026-04-09,,33.9519,-83.3576,source_dataset,13059,Clarke County,True,"Athens-Clarke County Commission originally imposed an emergency moratorium on data centers in December 2025, extended it to June 5, 2026, and used the time to develop permanent regulations. On April 9, 2026, the Commission voted to lift… (datacentertracker.org)",datacentertracker.org,https://www.wuga.org/local-news/2025-12-03/acc-commission-pauses-new-data-centers-manager-says-athena-studios-data-center-would-need-rezone,
ga-athens-clarke-county-2025,moratorium_nation,local,GA,13,Athens-Clarke County,county,moratorium,restriction,replaced,2025-12-02,,33.95927,-83.37947,source_dataset,13059,Clarke County,True,"Data-center moratorium running to a set end date, adopted 2025-12-02, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-augusta-ga-2026-05-19,datacentertracker,local,GA,13,Augusta,municipality,moratorium,restriction,enacted,2026-07-21,,33.4735,-82.0105,source_dataset,13245,Richmond County,False,"Augusta (Richmond County) is moving toward a data center moratorium pending the development of new zoning rules. QTS has ongoing data center activity in the area, and officials are weighing a pause while standards are drafted. On June 2… (datacentertracker.org)",datacentertracker.org,https://theaugustapress.com/augusta-moves-toward-data-center-moratorium/,
ga-augusta-richmond-county-undated,moratorium_nation,local,GA,13,Augusta-Richmond County,county,moratorium,restriction,in_force,2026-06-02,,33.46855,-82.07015,source_dataset,13245,Richmond County,True,"49-day data-center moratorium, adopted 2026-06-02, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-early-county-blakely-ga-2026-03-01,datacentertracker,local,GA,13,Blakely (Early County),county,zoning_exclusion,restriction,in_force,2026-03-01,,31.3774,-84.934,source_dataset,13099,Early County,True,"QTS filed a Developments of Regional Impact application for a 12 million sq ft QTS Technology Services data center campus on the outskirts of Blakely, Georgia, the 'Peanut Capital of the World.' Construction is targeted to begin July 2026… (datacentertracker.org)",datacentertracker.org,https://www.datacenterdynamics.com/en/news/qts-targets-two-data-center-campuses-in-georgia/,
ga-brooks-county-2026,moratorium_nation,local,GA,13,Brooks County,county,moratorium,restriction,in_force,2026-02-02,,30.83366,-83.59584,source_dataset,13027,Brooks County,True,"90-day data-center moratorium, adopted 2026-02-02, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-bulloch-county-2026,moratorium_nation,local,GA,13,Bulloch County,county,moratorium,restriction,in_force,2026-02-17,,32.38463,-81.74483,source_dataset,13031,Bulloch County,True,"90-day data-center moratorium, adopted 2026-02-17, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-bulloch-county-ga-moratorium-extension-ban-draft-2026-05-05,datacentertracker,local,GA,13,"Bulloch County Commissioners (5-0 moratorium extension through Dec 31; 5-0 to draft permanent prohibition), GA",municipality,moratorium,restriction,enacted,2026-05-05,,32.4001,-81.7401,source_dataset,13031,Bulloch County,True,"Bulloch County Commissioners voted 5-0 to extend their moratorium through Dec 31, 2026 and 5-0 to direct staff to draft a permanent prohibition on data centers in unincorporated areas. No application pending. An initial draft ban ordinance… (datacentertracker.org)",datacentertracker.org,https://datacentertracker.org/,
ga-calhoun-gordon-county-undated,moratorium_nation,local,GA,13,Calhoun (Gordon County) (city),municipality,moratorium,restriction,in_force,,,34.5023,-84.9516,manual,13129,Gordon County,False,"Data-center moratorium running to a set end date, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-camden-county-2026,moratorium_nation,local,GA,13,Camden County,county,moratorium,restriction,in_force,2026-05,,30.92982,-81.62251,source_dataset,13039,Camden County,True,"180-day data-center moratorium, adopted 2026-05, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-carroll-county-2026,moratorium_nation,local,GA,13,Carroll County,county,moratorium,restriction,in_force,2026-03-03,,33.5588,-85.06413,source_dataset,13045,Carroll County,True,"100-day data-center moratorium, adopted 2026-03-03, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-cedartown-2026,moratorium_nation,local,GA,13,Cedartown (city),municipality,moratorium,restriction,in_force,2026-03-23,,34.01244,-85.25594,source_dataset,13233,Polk County,False,"183-day data-center moratorium, adopted 2026-03-23, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-cherokee-county-2026,moratorium_nation,local,GA,13,Cherokee County,county,moratorium,restriction,in_force,2026-07-22,,34.23913,-84.47203,source_dataset,13057,Cherokee County,True,"30-day data-center moratorium, adopted 2026-07-22, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-city-of-atlanta-ga-2024-09-01,datacentertracker,local,GA,13,City of Atlanta,municipality,zoning_exclusion,restriction,enacted,2024-09-01,,33.749,-84.388,source_dataset,13121,Fulton County,False,"Atlanta City Council enacted data center zoning restrictions in phases. In September 2024, data centers were prohibited within 2,640 feet of high-capacity transit stops and banned within the Beltline Overlay District. In June 2025, the… (datacentertracker.org)",datacentertracker.org,https://www.gpb.org/news/2024/09/04/atlanta-city-council-bans-data-centers-along-beltline,
dct-city-of-south-fulton-ga-2025-09-22,datacentertracker,local,GA,13,City of South Fulton,municipality,zoning_exclusion,restriction,enacted,2025-09-22,,33.5803,-84.5799,source_dataset,13121,Fulton County,False,"City of South Fulton approved a data center ordinance in June 2025 with criteria for noise levels and residential distance. In August 2025, the council approved T5 Data Centers' ATL IV campus: a 91-acre, three-building, 1.32M sq ft… (datacentertracker.org)",datacentertracker.org,https://atlanta.capitalbnews.org/black-community-in-south-fulton-fight-georgias-data-center-boom/,
ga-clayton-county-2025,moratorium_nation,local,GA,13,Clayton County,county,moratorium,restriction,in_force,2025-09-03,,33.5205,-84.35917,source_dataset,13063,Clayton County,True,"120-day data-center moratorium, adopted 2025-09-03, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-cobb-county-2026,moratorium_nation,local,GA,13,Cobb County,county,moratorium,restriction,in_force,2026-02-24,,33.9374,-84.5732,source_dataset,13067,Cobb County,True,"180-day data-center moratorium, adopted 2026-02-24, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-covington-2026,moratorium_nation,local,GA,13,Covington (city),municipality,moratorium,restriction,in_force,2026-01-05,,33.5966,-83.85987,source_dataset,13217,Newton County,False,"Data-center moratorium running to a set end date, adopted 2026-01-05, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-coweta-county-ga-2025-05-01,datacentertracker,local,GA,13,Coweta County,county,moratorium,restriction,enacted,2026-06-16,,33.3518,-84.7616,source_dataset,13077,Coweta County,True,"Coweta County's moratorium on data center applications expired December 17, 2025, and the Board adopted a data center ordinance on December 16. On April 10-11, 2026, Coweta County commissioners voted 3-2 to rezone 829 acres from Rural… (datacentertracker.org)",datacentertracker.org,https://www.gpb.org/news/2025/10/22/wave-of-data-center-ordinances-sweep-through-ga-counties-how-strict-are-they,
ga-coweta-county-2025,moratorium_nation,local,GA,13,Coweta County,county,moratorium,restriction,replaced,2025-05-06,,33.35007,-84.75457,source_dataset,13077,Coweta County,True,"180-day data-center moratorium, adopted 2025-05-06, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-crawford-county-ga-2026-01-06,datacentertracker,local,GA,13,Crawford County,county,moratorium,restriction,enacted,2026-01-06,,32.714,-83.987,source_dataset,13079,Crawford County,True,"Crawford County, Georgia, Board of Commissioners passed a 6-month (180-day) moratorium on data center permits on January 6, 2026, by a unanimous 5-0 vote, on the recommendation of Planning & Zoning. County attorney Joel Sherlock stated… (datacentertracker.org)",datacentertracker.org,https://www.13wmaz.com/article/news/local/peach-crawford/crawford-county-commissioners-pass-moratorium-on-data-centers/93-3f2eec12-3bb9-4963-aaee-dc7cdc800d14,
dct-dekalb-county-ga-2024-07-01,datacentertracker,local,GA,13,DeKalb County,county,moratorium,restriction,enacted,2026-06-09,,33.7712,-84.2263,source_dataset,13089,DeKalb County,True,"DeKalb County, Georgia Commission extended its data center moratorium until June 23, 2026 at the December 16, 2025 meeting due to community concerns about public health and environmental impacts. A public hearing on a proposed… (datacentertracker.org)",datacentertracker.org,https://www.cbsnews.com/atlanta/news/dekalb-leaders-extend-data-center-moratorium-to-june-as-residents-raise-health-cost-concerns/,
ga-dekalb-county-2025,moratorium_nation,local,GA,13,DeKalb County,county,moratorium,restriction,in_force,2025-06-25,,33.75756,-84.21865,source_dataset,13089,DeKalb County,True,"100-day data-center moratorium, adopted 2025-06-25, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-decatur-county-2026,moratorium_nation,local,GA,13,Decatur County,county,moratorium,restriction,in_force,2026-04-14,,30.87366,-84.57409,source_dataset,13087,Decatur County,True,"Data-center moratorium, adopted 2026-04-14, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-dougherty-county-2026,moratorium_nation,local,GA,13,Dougherty County,county,moratorium,restriction,in_force,2026-07-21,,31.5427,-84.19608,source_dataset,13095,Dougherty County,True,"45-day data-center moratorium, adopted 2026-07-21, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-douglas-county-ga-2025-03-01,datacentertracker,local,GA,13,Douglas County,county,moratorium,restriction,in_force,2025-10-22,,33.7015,-84.7477,source_dataset,13097,Douglas County,True,"Douglas County imposed a 90-day data center moratorium in a 4-1 vote in March 2025, later extended in August 2025 to study ratepayer impacts. DC BLOX closed $1.15B in green loan financing in August 2025 for its 120MW Atlanta West campus on… (datacentertracker.org)",datacentertracker.org,https://www.fox5atlanta.com/news/douglas-county-data-centers-moratorium,
ga-douglas-county-2025,moratorium_nation,local,GA,13,Douglas County,county,moratorium,restriction,expired,2025-03-18,,33.69956,-84.7623,source_dataset,13097,Douglas County,True,"90-day data-center moratorium, adopted 2025-03-18, since expired (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-east-point-fulton-county-undated,moratorium_nation,local,GA,13,East Point (Fulton County) (city),municipality,moratorium,restriction,in_force,,,33.67955,-84.43937,source_dataset,13121,Fulton County,False,"90-day data-center moratorium, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-fayetteville-ga-2026-01-28,datacentertracker,local,GA,13,Fayetteville,municipality,zoning_exclusion,restriction,enacted,2026-01-27,,33.4487,-84.455,source_dataset,13113,Fayette County,False,Fayetteville's Planning & Zoning Commission denied Corvus Investment Group's request to rezone 240+ acres along Highway 85 North and Highway 314 to Business Park — a classification that allows data centers as a permitted use — and… (datacentertracker.org),datacentertracker.org,https://thecitizen.com/2026/01/28/fayetteville-planning-commission-denies-data-center/,
ga-fayetteville-2026,moratorium_nation,local,GA,13,Fayetteville (city),municipality,moratorium,restriction,replaced,2026-01-29,,33.44873,-84.45493,source_dataset,13113,Fayette County,False,"90-day data-center moratorium, adopted 2026-01-29, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-floyd-county-2026,moratorium_nation,local,GA,13,Floyd County,county,moratorium,restriction,in_force,2026-06-09,,34.2422,-85.22293,source_dataset,13115,Floyd County,True,"80-day data-center moratorium, adopted 2026-06-09, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-forsyth-county-ga-2025-10,datacentertracker,local,GA,13,Forsyth County,county,zoning_exclusion,restriction,enacted,2025-10-01,,34.2284,-84.1255,source_dataset,13117,Forsyth County,True,"Forsyth County, Georgia, enacted a strict data center ordinance that prohibits data center cooling systems from using the county water system, one of the most restrictive approaches among Georgia counties. The ordinance is part of a wave… (datacentertracker.org)",datacentertracker.org,https://www.gpb.org/news/2025/10/22/wave-of-data-center-ordinances-sweep-through-ga-counties-how-strict-are-they,
ga-garden-city-chatham-county-2026,moratorium_nation,local,GA,13,Garden City (Chatham County) (city),municipality,moratorium,restriction,in_force,2026-06-15,,32.11437,-81.154,source_dataset,13051,Chatham County,False,"180-day data-center moratorium, adopted 2026-06-15, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-gilmer-county-ga-2024-11-01,datacentertracker,local,GA,13,Gilmer County,municipality,zoning_exclusion,restriction,enacted,2024-11-01,,34.6932,-84.4525,source_dataset,13123,Gilmer County,True,"Gilmer County residents successfully blocked a proposed cryptocurrency server farm on Eller Road in Ellijay. Cyndie Roberson, cofounder of Gilmer County Citizens Against Crypto Mining, mobilized hundreds of residents to challenge the… (datacentertracker.org)",datacentertracker.org,https://www.gpb.org/news/2025/12/04/the-costs-of-crypto-mining-in-georgia-will-it-be-regulated-along-new-data-center,
dct-glynn-county-ga-2026-04-17,datacentertracker,local,GA,13,Glynn County Board of Commissioners,county,zoning_exclusion,restriction,enacted,2026-04-16,,31.2174,-81.4998,source_dataset,13127,Glynn County,True,"On April 17, 2026, the Glynn County Board of Commissioners unanimously approved new zoning ordinances that include a section permitting data centers, rejecting calls from the planning commission for a 120-day moratorium. Commissioners… (datacentertracker.org)",datacentertracker.org,https://thecurrentga.org/2026/04/15/glynn-county-to-vote-on-zoning-residents-ask-to-delay-data-center-rule/,
ga-gordon-county-undated,moratorium_nation,local,GA,13,Gordon County,county,moratorium,restriction,in_force,,,34.50196,-84.89863,source_dataset,13129,Gordon County,True,"Data-center moratorium running to a set end date, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-griffin-2026,moratorium_nation,local,GA,13,Griffin (city),municipality,moratorium,restriction,replaced,2026-01-13,,33.24678,-84.26409,source_dataset,13255,Spalding County,False,"180-day data-center moratorium, adopted 2026-01-13, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-hall-county-2026,moratorium_nation,local,GA,13,Hall County,county,moratorium,restriction,in_force,2026-02-26,,34.29059,-83.8194,source_dataset,13139,Hall County,True,"180-day data-center moratorium, adopted 2026-02-26, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-hart-county-2026,moratorium_nation,local,GA,13,Hart County,county,moratorium,restriction,in_force,2026-05-26,,34.34105,-82.95033,source_dataset,13147,Hart County,True,"180-day data-center moratorium, adopted 2026-05-26, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-henry-county-ga-2026-01-06,datacentertracker,local,GA,13,Henry County,county,zoning_exclusion,restriction,in_force,2026-01-06,,33.452,-84.1474,source_dataset,13151,Henry County,True,"Henry County began drafting strict data center regulations following interest from developers including Hampton Technology Park. Proposed rules include 200-foot buffers, 1,000-foot residential setbacks, noise limits of 55/45 dBA day/night… (datacentertracker.org)",datacentertracker.org,https://www.atlantanewsfirst.com/2026/01/06/henry-county-commissioners-look-put-guardrails-any-future-data-centers/,
ga-jones-county-2025,moratorium_nation,local,GA,13,Jones County,county,moratorium,restriction,expired,2025-09-16,,33.01377,-83.55667,source_dataset,13169,Jones County,True,"90-day data-center moratorium, adopted 2025-09-16, since rescinded (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-kingsland-camden-county-2026,moratorium_nation,local,GA,13,Kingsland (Camden County) (city),municipality,moratorium,restriction,in_force,2026-05-11,,30.79996,-81.68983,source_dataset,13039,Camden County,False,"365-day data-center moratorium, adopted 2026-05-11, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-lagrange-2025,moratorium_nation,local,GA,13,LaGrange (city),municipality,moratorium,restriction,expired,2025-09-23,,33.03929,-85.03133,source_dataset,13285,Troup County,False,"180-day data-center moratorium, adopted 2025-09-23, since expired (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-lamar-county-2025,moratorium_nation,local,GA,13,Lamar County,county,moratorium,restriction,in_force,2025-09-16,,33.06494,-84.14459,source_dataset,13171,Lamar County,True,"Data-center moratorium, adopted 2025-09-16, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-lee-county-undated,moratorium_nation,local,GA,13,Lee County,county,moratorium,restriction,in_force,,,31.76202,-84.13462,source_dataset,13177,Lee County,True,"Data-center moratorium running to a set end date, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-lee-county-ga-moratorium-extension-2026-05-27,datacentertracker,local,GA,13,"Lee County (moratorium extension + dedicated data center zoning district), GA",municipality,moratorium,restriction,pending,2026-06-23,,31.7327,-84.173,source_dataset,13177,Lee County,True,"As reported May 27, 2026, Lee County commissioners are weighing extending their data center moratorium (currently expiring in July) through the end of 2026 and creating a dedicated data-center zoning district to prevent developers from… (datacentertracker.org)",datacentertracker.org,https://datacentertracker.org/,
dct-lowndes-county-ga-2026-02-17,datacentertracker,local,GA,13,Lowndes County,county,zoning_exclusion,restriction,in_force,2026-02-17,,30.8327,-83.2785,source_dataset,13185,Lowndes County,True,"DC BLOX is the company behind the Lowndes County, Georgia, data center proposal (720 acres). DC BLOX's CEO informed the landowner (Pope Langdale) the facility could create up to 400 jobs with $135,000 average salary and would use… (datacentertracker.org)",datacentertracker.org,https://www.walb.com/2026/02/10/rural-communities-raise-concerns-data-centers-expand-across-georgia-beyond/,
ga-marietta-2026,moratorium_nation,local,GA,13,Marietta (city),municipality,moratorium,restriction,in_force,2026-07,,33.95285,-84.54962,source_dataset,13067,Cobb County,False,"Data-center moratorium running to a set end date, adopted 2026-07, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-milton-fulton-county-2026,moratorium_nation,local,GA,13,Milton (Fulton County) (city),municipality,moratorium,restriction,in_force,2026-06-15,,34.1134,-84.26937,source_dataset,13121,Fulton County,False,"180-day data-center moratorium, adopted 2026-06-15, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-monroe-county-2025,moratorium_nation,local,GA,13,Monroe County,county,moratorium,restriction,expired,2025-12-02,,33.01423,-83.90442,source_dataset,13207,Monroe County,True,"Data-center moratorium running to a set end date, adopted 2025-12-02, since expired (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-newton-county-ga-2025,datacentertracker,local,GA,13,Newton County,county,moratorium,restriction,enacted,2025-11-01,,33.554,-83.861,source_dataset,13217,Newton County,True,"Newton County Board of Commissioners unanimously enacted an emergency moratorium on data center applications in February 2026, joining a wave of Georgia moratoriums. Previously, SC Infrastructure / Technology Park Atlanta proposed a $5B… (datacentertracker.org)",datacentertracker.org,https://www.covnews.com/news/county/newton-county-enacts-moratoriums-data-centers-convenience-stores/,
ga-newton-county-2026,moratorium_nation,local,GA,13,Newton County,county,moratorium,restriction,in_force,2026-02-17,,33.57155,-83.84461,source_dataset,13217,Newton County,True,"Data-center moratorium running to a set end date, adopted 2026-02-17, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-paulding-county-2026,moratorium_nation,local,GA,13,Paulding County,county,moratorium,restriction,in_force,2026-07-28,,33.89085,-84.85692,source_dataset,13223,Paulding County,True,"Data-center moratorium running to a set end date, adopted 2026-07-28, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-pike-county-2025,moratorium_nation,local,GA,13,Pike County,county,moratorium,restriction,in_force,2025-09,,33.08148,-84.39695,source_dataset,13231,Pike County,True,"Data-center moratorium, adopted 2025-09, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-polk-county-2026,moratorium_nation,local,GA,13,Polk County,county,moratorium,restriction,replaced,2026-03-03,,33.99816,-85.15675,source_dataset,13233,Polk County,True,"60-day data-center moratorium, adopted 2026-03-03, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-rockdale-county-undated,moratorium_nation,local,GA,13,Rockdale County,county,moratorium,restriction,in_force,,,33.64303,-84.03221,source_dataset,13247,Rockdale County,True,"Data-center moratorium running to a set end date, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-rockdale-county-ga-moratorium-extension-2026-05-12,datacentertracker,local,GA,13,"Rockdale County (data center + battery-energy-storage moratorium extended through Sept 8), GA",municipality,moratorium,restriction,enacted,2026-05-12,,33.654,-84.026,source_dataset,13247,Rockdale County,True,"Rockdale County extended its data center and battery-energy-storage moratorium (originally 180 days from March 2026) through Sept 8, 2026 to overhaul its Unified Development Ordinance (noise, water, power rules). (datacentertracker.org)",datacentertracker.org,https://datacentertracker.org/,
ga-roswell-2026,moratorium_nation,local,GA,13,Roswell (city),municipality,moratorium,restriction,in_force,2026-01-12,,34.02332,-84.36002,source_dataset,13121,Fulton County,False,"90-day data-center moratorium, adopted 2026-01-12, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-social-circle-2025,moratorium_nation,local,GA,13,Social Circle (city),municipality,moratorium,restriction,replaced,2025-09,,33.65639,-83.71864,source_dataset,13297,Walton County,False,"90-day data-center moratorium, adopted 2025-09, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-south-fulton-undated,moratorium_nation,local,GA,13,South Fulton (city),municipality,moratorium,restriction,in_force,,,33.59027,-84.67123,source_dataset,13121,Fulton County,False,"Data-center moratorium running to a set end date, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-stephens-county-undated,moratorium_nation,local,GA,13,Stephens County,county,moratorium,restriction,in_force,,,34.55119,-83.29765,source_dataset,13257,Stephens County,True,"Data-center moratorium running to a set end date, extended and active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-thomas-county-2026,moratorium_nation,local,GA,13,Thomas County,county,moratorium,restriction,in_force,2026-01-20,,30.86686,-83.94606,source_dataset,13275,Thomas County,True,"365-day data-center moratorium, adopted 2026-01-20, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-troup-county-2025,moratorium_nation,local,GA,13,Troup County,county,moratorium,restriction,replaced,2025-09-16,,33.02376,-85.0254,source_dataset,13285,Troup County,True,"90-day data-center moratorium, adopted 2025-09-16, since replaced by permanent regulations (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ga-walker-county-2026,moratorium_nation,local,GA,13,Walker County,county,moratorium,restriction,in_force,2026-07-09,,34.74186,-85.32097,source_dataset,13295,Walker County,True,"30-day data-center moratorium, adopted 2026-07-09, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
dct-adair-county-ia-2024-04-24,datacentertracker,local,IA,19,Adair County,county,zoning_exclusion,restriction,in_force,2024-04-24,,41.331,-94.471,source_dataset,19001,Adair County,True,"Applied Digital proposed a 200MW, $1.5B data center with two 300,000 sq ft buildings adjacent to a NextEra substation connected to wind farms in Guthrie and Audubon counties. Supervisors drafted a setback ordinance after a county meeting… (datacentertracker.org)",datacentertracker.org,https://www.datacenterdynamics.com/en/news/applied-digital-faces-opposition-to-planned-data-center-in-adair-county-iowa/,
ia-adair-county-2026,moratorium_nation,local,IA,19,Adair County,county,moratorium,restriction,in_force,2026-03-18,,41.31278,-94.49533,source_dataset,19001,Adair County,True,"Data-center moratorium, adopted 2026-03-18, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ia-audubon-county-2026,moratorium_nation,local,IA,19,Audubon County,county,moratorium,restriction,in_force,2026-05-05,,41.67021,-94.91065,source_dataset,19009,Audubon County,True,"Data-center moratorium running to a set end date, adopted 2026-05-05, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ia-cedar-county-2026,moratorium_nation,local,IA,19,Cedar County,county,moratorium,restriction,in_force,2026-05-26,,41.76086,-91.12632,source_dataset,19031,Cedar County,True,"180-day data-center moratorium, adopted 2026-05-26, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
ia-clarke-county-2025,moratorium_nation,local,IA,19,Clarke County,county,moratorium,restriction,in_force,2025-06-23,,41.01521,-93.7843,source_dataset,19039,Clarke County,True,"Data-center moratorium, adopted 2025-06-23, active per tracker (Moratorium Nation)",Moratorium Nation (ALEA Institute),https://mjbommar.github.io/moratorium-data-2026/,
